categoria,trecho,q_inicio,q_fim,q_inicio_analise,fps,id_j,@f,@Vd,@Van,sexo,dosagem,unidade,id_video
Headshaking,80,4252,4255,99,30.0,5f8f5512d3d64947e0da23d3,4252,-7.772907673877198,-1.90757,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Headshaking,134,7032,7044,99,30.0,5f8f5512d3d64947e0da23d3,7034,3.7605312412562237,0.922882,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Headshaking,134,7032,7044,99,30.0,5f8f5512d3d64947e0da23d3,7035,-13.905598461367113,-3.41261,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Diving,21,1160,1256,99,30.0,5f8f5512d3d64947e0da23d3,1211,-84.9454931693284,-20.8467,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Diving,21,1160,1256,99,30.0,5f8f5512d3d64947e0da23d3,1253,-20.37853248541912,-5.00115,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Diving,37,2478,2536,99,30.0,5f8f5512d3d64947e0da23d3,2480,121.63593837862213,29.851,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Diving,37,2478,2536,99,30.0,5f8f5512d3d64947e0da23d3,2481,-59.4708504586832,-14.5949,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Diving,37,2478,2536,99,30.0,5f8f5512d3d64947e0da23d3,2483,-136.77696614410016,-33.5668,macho,veiculo,A3,5f8f5512d3d64947e0da23d5
Immobility,42,2063,2087,110,30.0,5f8f5512d3d64947e0da23cb,2064,-0.6013834745597858,-0.154576,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Immobility,98,3734,3755,110,30.0,5f8f5512d3d64947e0da23cb,3748,17.310433639129453,4.44937,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Immobility,136,4816,4973,110,30.0,5f8f5512d3d64947e0da23cb,4952,-1.6391683590497754,-0.42132200000000003,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Immobility,168,5795,5842,110,30.0,5f8f5512d3d64947e0da23cb,5828,-3.608433125578717,-0.9274899999999999,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Immobility,182,6088,6209,110,30.0,5f8f5512d3d64947e0da23cb,6147,-5.566111876249835,-1.43068,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Swimming,1,159,173,110,30.0,5f8f5512d3d64947e0da23cb,170,147.19064403930997,37.833,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Swimming,106,4054,4069,110,30.0,5f8f5512d3d64947e0da23cb,4058,5.562532583238014,1.4297600000000001,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Swimming,175,5911,6006,110,30.0,5f8f5512d3d64947e0da23cb,5972,-1.8084922617241297,-0.464844,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Swimming,175,5911,6006,110,30.0,5f8f5512d3d64947e0da23cb,5979,0.33924072301718833,0.0871964,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Swimming,208,7472,7478,110,30.0,5f8f5512d3d64947e0da23cb,7475,-3.8976166577184337,-1.0018200000000002,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Climbing,20,852,879,110,30.0,5f8f5512d3d64947e0da23cb,872,-46.852167417540095,-12.0426,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Climbing,22,910,947,110,30.0,5f8f5512d3d64947e0da23cb,932,27.93015709983893,7.178999999999999,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Climbing,93,3506,3555,110,30.0,5f8f5512d3d64947e0da23cb,3539,26.69417275535532,6.8613100000000005,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Climbing,123,4417,4474,110,30.0,5f8f5512d3d64947e0da23cb,4436,7.5771298738688255,1.9475799999999999,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Climbing,123,4417,4474,110,30.0,5f8f5512d3d64947e0da23cb,4471,1.6134091209723227,0.41470100000000004,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Headshaking,75,3016,3019,110,30.0,5f8f5512d3d64947e0da23cb,3018,2.293354186605663,0.5894699999999999,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Headshaking,102,3917,3919,110,30.0,5f8f5512d3d64947e0da23cb,3918,-8.672588062279699,-2.22915,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Headshaking,108,4168,4170,110,30.0,5f8f5512d3d64947e0da23cb,4169,5.562843826108608,1.42984,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Headshaking,141,5055,5056,110,30.0,5f8f5512d3d64947e0da23cb,5055,9.305305912836431,2.39178,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Headshaking,206,7457,7458,110,30.0,5f8f5512d3d64947e0da23cb,7457,51.44027638366908,13.2219,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Diving,30,1326,1430,110,30.0,5f8f5512d3d64947e0da23cb,1352,-51.86473384844029,-13.331,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Diving,30,1326,1430,110,30.0,5f8f5512d3d64947e0da23cb,1353,-18.5968004232903,-4.78001,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Diving,30,1326,1430,110,30.0,5f8f5512d3d64947e0da23cb,1370,-8.44857100617039,-2.17157,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Diving,30,1326,1430,110,30.0,5f8f5512d3d64947e0da23cb,1421,53.21358263887268,13.6777,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Diving,30,1326,1430,110,30.0,5f8f5512d3d64947e0da23cb,1424,49.61833842993534,12.7536,macho,veiculo,A2,5f8f5512d3d64947e0da23cd
Immobility,61,2468,2487,110,30.0,5f8f5513d3d64947e0da23db,2473,-147.40596029412356,-36.7458,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Immobility,71,2645,2674,110,30.0,5f8f5513d3d64947e0da23db,2653,-1.0699486126209972,-0.26671999999999996,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Immobility,122,4291,4314,110,30.0,5f8f5513d3d64947e0da23db,4298,-5.713787141521884,-1.42435,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Immobility,136,4920,5060,110,30.0,5f8f5513d3d64947e0da23db,4998,1.2195777489840864,0.30401999999999996,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Immobility,168,6897,6911,110,30.0,5f8f5513d3d64947e0da23db,6902,5.475062479190319,1.36484,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Swimming,62,2487,2494,110,30.0,5f8f5513d3d64947e0da23db,2492,-4.39889603382501,-1.09657,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Swimming,64,2512,2524,110,30.0,5f8f5513d3d64947e0da23db,2522,76.67550534934193,19.1139,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Swimming,88,3115,3127,110,30.0,5f8f5513d3d64947e0da23db,3120,-0.2949286553836403,-0.0735207,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Swimming,118,4231,4250,110,30.0,5f8f5513d3d64947e0da23db,4241,-18.720089215871123,-4.6666,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Swimming,133,4554,4663,110,30.0,5f8f5513d3d64947e0da23db,4637,-6.042810781320827,-1.50637,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Climbing,5,254,330,110,30.0,5f8f5513d3d64947e0da23db,288,10.417637785167864,2.59694,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Climbing,26,976,994,110,30.0,5f8f5513d3d64947e0da23db,983,-146.12909825379185,-36.4275,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Climbing,38,1279,1324,110,30.0,5f8f5513d3d64947e0da23db,1314,-2.9324141638218415,-0.731001,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Climbing,44,1475,1660,110,30.0,5f8f5513d3d64947e0da23db,1647,125.06749357156325,31.1772,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Climbing,53,2069,2140,110,30.0,5f8f5513d3d64947e0da23db,2080,-5.350986629653846,-1.33391,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Headshaking,105,3744,3746,110,30.0,5f8f5513d3d64947e0da23db,3744,-6.963731983328185,-1.73594,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Diving,52,1977,2069,110,30.0,5f8f5513d3d64947e0da23db,1980,-12.034514988988422,-3.0,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Diving,52,1977,2069,110,30.0,5f8f5513d3d64947e0da23db,2009,36.10354496696525,9.0,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Diving,52,1977,2069,110,30.0,5f8f5513d3d64947e0da23db,2063,10.5841553575655,2.63845,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Diving,52,1977,2069,110,30.0,5f8f5513d3d64947e0da23db,2064,7.5821857086123,1.89011,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Diving,52,1977,2069,110,30.0,5f8f5513d3d64947e0da23db,2067,20.783888191332746,5.18107,macho,veiculo,A4,5f8f5513d3d64947e0da23dd
Immobility,8,460,508,110,30.0,5f8f5511d3d64947e0da23c3,495,1.4182313254919032,0.382306,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Immobility,49,3050,3067,110,30.0,5f8f5511d3d64947e0da23c3,3050,3.6828177708310665,0.9927600000000001,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Immobility,72,3842,3896,110,30.0,5f8f5511d3d64947e0da23c3,3843,0.7240656563158467,0.195183,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Immobility,127,5817,5846,110,30.0,5f8f5511d3d64947e0da23c3,5831,12.245046346216625,3.30084,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Immobility,130,5962,6029,110,30.0,5f8f5511d3d64947e0da23c3,5975,7.8446288840305884,2.11464,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Swimming,54,3268,3331,110,30.0,5f8f5511d3d64947e0da23c3,3318,-2.908983103663181,-0.784161,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Swimming,54,3268,3331,110,30.0,5f8f5511d3d64947e0da23c3,3320,2.3369993174196484,0.6299739999999999,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Swimming,135,6279,6294,110,30.0,5f8f5511d3d64947e0da23c3,6284,3.645413109499738,0.982677,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Swimming,151,7075,7220,110,30.0,5f8f5511d3d64947e0da23c3,7205,-0.7667380573169646,-0.206686,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Swimming,168,7748,7844,110,30.0,5f8f5511d3d64947e0da23c3,7763,-0.31840407272943105,-0.0858307,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Climbing,9,508,524,110,30.0,5f8f5511d3d64947e0da23c3,515,-8.973186463145609,-2.41886,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Climbing,11,542,801,110,30.0,5f8f5511d3d64947e0da23c3,573,13.047597613936512,3.51718,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Climbing,11,542,801,110,30.0,5f8f5511d3d64947e0da23c3,660,2.1212482811835347,0.571815,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Climbing,11,542,801,110,30.0,5f8f5511d3d64947e0da23c3,683,-1.5727875493386885,-0.423969,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Climbing,18,1312,1740,110,30.0,5f8f5511d3d64947e0da23c3,1490,18.776412891865427,5.06147,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Headshaking,40,2859,2863,110,30.0,5f8f5511d3d64947e0da23c3,2859,-5.834800716214747,-1.5728600000000001,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Headshaking,40,2859,2863,110,30.0,5f8f5511d3d64947e0da23c3,2861,10.060121479517644,2.7118599999999997,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Headshaking,61,3574,3576,110,30.0,5f8f5511d3d64947e0da23c3,3575,-13.76686665941219,-3.71107,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Headshaking,89,4298,4300,110,30.0,5f8f5511d3d64947e0da23c3,4298,-4.378975535924502,-1.18042,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Headshaking,108,4898,4899,110,30.0,5f8f5511d3d64947e0da23c3,4898,-42.56778814288682,-11.4748,macho,veiculo,A1,5f8f5511d3d64947e0da23c5
Immobility,61,3719,3807,108,30.0,5f8f5514d3d64947e0da23eb,3766,0.06113669218480679,0.015831,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Immobility,99,5348,5419,108,30.0,5f8f5514d3d64947e0da23eb,5400,-7.947422418975505,-2.0579400000000003,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Immobility,107,5654,5718,108,30.0,5f8f5514d3d64947e0da23eb,5678,-8.506500110062266,-2.2027099999999997,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Immobility,152,7014,7029,108,30.0,5f8f5514d3d64947e0da23eb,7020,1.6083495423083212,0.416473,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Immobility,164,7550,7564,108,30.0,5f8f5514d3d64947e0da23eb,7554,11.688303663721802,3.02662,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Swimming,106,5631,5654,108,30.0,5f8f5514d3d64947e0da23eb,5633,-12.291213169368449,-3.1827400000000003,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Swimming,113,5844,5872,108,30.0,5f8f5514d3d64947e0da23eb,5850,-0.012794487360861344,-0.00331306,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Swimming,141,6573,6635,108,30.0,5f8f5514d3d64947e0da23eb,6610,-3.4451458679021103,-0.892101,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Swimming,147,6800,6935,108,30.0,5f8f5514d3d64947e0da23eb,6887,-7.4646545653956515,-1.93293,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Swimming,160,7351,7440,108,30.0,5f8f5514d3d64947e0da23eb,7417,-0.017000410641669447,-0.00440216,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Climbing,19,1287,1797,108,30.0,5f8f5514d3d64947e0da23eb,1319,24.483563391359528,6.33988,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Climbing,52,3370,3390,108,30.0,5f8f5514d3d64947e0da23eb,3376,3.8618338819282907,1.0,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Climbing,75,4174,4282,108,30.0,5f8f5514d3d64947e0da23eb,4181,147.87579827324538,38.2916,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Climbing,75,4174,4282,108,30.0,5f8f5514d3d64947e0da23eb,4233,-1.125122130496516,-0.291344,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Climbing,77,4293,4375,108,30.0,5f8f5514d3d64947e0da23eb,4333,-11.941948913086856,-3.0923,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Headshaking,128,6281,6284,108,30.0,5f8f5514d3d64947e0da23eb,6281,108.9909929161094,28.2226,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Headshaking,128,6281,6284,108,30.0,5f8f5514d3d64947e0da23eb,6282,-4.130965085159874,-1.06969,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Headshaking,135,6424,6426,108,30.0,5f8f5514d3d64947e0da23eb,6425,14.97364298375584,3.8773400000000002,macho,veiculo,A6,5f8f5514d3d64947e0da23ed
Immobility,31,1204,1286,110,30.0,5f8f5503d3d64947e0da22eb,1266,0.4053070946434415,0.106522,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Immobility,31,1204,1286,110,30.0,5f8f5503d3d64947e0da22eb,1272,-10.601100381252426,-2.7861599999999997,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Immobility,74,2877,2923,110,30.0,5f8f5503d3d64947e0da22eb,2901,0.15701892564436226,0.0412674,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Immobility,131,5652,5764,110,30.0,5f8f5503d3d64947e0da22eb,5752,-2.9912182575013886,-0.786146,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Immobility,168,7529,7584,110,30.0,5f8f5503d3d64947e0da22eb,7534,-2.7972246954166002,-0.735161,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Swimming,16,555,574,110,30.0,5f8f5503d3d64947e0da22eb,557,1.7476961243141642,0.459326,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Swimming,16,555,574,110,30.0,5f8f5503d3d64947e0da22eb,572,0.9039753745938252,0.237581,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Swimming,57,2158,2175,110,30.0,5f8f5503d3d64947e0da22eb,2159,-2.1089993836038627,-0.554283,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Swimming,124,5215,5253,110,30.0,5f8f5503d3d64947e0da22eb,5221,0.6330388329566468,0.166374,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Swimming,126,5415,5463,110,30.0,5f8f5503d3d64947e0da22eb,5424,-4.972033878958062,-1.30674,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Climbing,24,815,937,110,30.0,5f8f5503d3d64947e0da22eb,845,-7.788469587318978,-2.04695,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Climbing,24,815,937,110,30.0,5f8f5503d3d64947e0da22eb,861,-0.6785532193380971,-0.178336,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Climbing,87,3255,3275,110,30.0,5f8f5503d3d64947e0da22eb,3270,11.5982162561164,3.04822,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Climbing,113,4279,4406,110,30.0,5f8f5503d3d64947e0da22eb,4290,143.98252783294902,37.8412,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Climbing,113,4279,4406,110,30.0,5f8f5503d3d64947e0da22eb,4375,2.7729417315404574,0.728779,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Headshaking,18,658,661,110,30.0,5f8f5503d3d64947e0da22eb,658,8.124177187255057,2.13518,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Headshaking,18,658,661,110,30.0,5f8f5503d3d64947e0da22eb,659,-24.21432321987078,-6.36396,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Headshaking,128,5620,5621,110,30.0,5f8f5503d3d64947e0da22eb,5620,-8.523769300428434,-2.2402,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Diving,19,661,671,110,30.0,5f8f5503d3d64947e0da22eb,663,-1.847826252387584,-0.485642,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Diving,19,661,671,110,30.0,5f8f5503d3d64947e0da22eb,666,-2.1401235836206043,-0.562463,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Diving,62,2271,2301,110,30.0,5f8f5503d3d64947e0da22eb,2296,54.66939098539674,14.3681,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Diving,62,2271,2301,110,30.0,5f8f5503d3d64947e0da22eb,2297,76.86535929806938,20.2016,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Diving,62,2271,2301,110,30.0,5f8f5503d3d64947e0da22eb,2298,0.16665677388915526,0.0438004,femea,flx5mg,A2,5f8f5503d3d64947e0da22ed
Immobility,92,4025,4045,113,30.0,5f8f5504d3d64947e0da22fb,4044,-5.927616094370007,-1.48338,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Immobility,106,4271,4345,113,30.0,5f8f5504d3d64947e0da22fb,4295,-0.4050086114230227,-0.101353,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Immobility,114,4644,4701,113,30.0,5f8f5504d3d64947e0da22fb,4671,3.0759403633980558,0.7697510000000001,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Immobility,133,5436,5500,113,30.0,5f8f5504d3d64947e0da22fb,5477,-0.41769597480909015,-0.104528,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Immobility,162,6376,6478,113,30.0,5f8f5504d3d64947e0da22fb,6475,-1.9383613920535143,-0.485073,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Swimming,12,756,785,113,30.0,5f8f5504d3d64947e0da22fb,773,-0.0630779743375598,-0.0157852,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Swimming,117,4847,4863,113,30.0,5f8f5504d3d64947e0da22fb,4855,-12.509500537464685,-3.13049,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Swimming,142,5679,5689,113,30.0,5f8f5504d3d64947e0da22fb,5688,0.08658376257247782,0.021667500000000003,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Swimming,153,5961,5983,113,30.0,5f8f5504d3d64947e0da22fb,5982,-3.01475730172748,-0.75444,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Swimming,165,6549,6568,113,30.0,5f8f5504d3d64947e0da22fb,6566,-1.4473664230426495,-0.362202,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Climbing,22,1628,1819,113,30.0,5f8f5504d3d64947e0da22fb,1633,7.66708358474959,1.91868,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Climbing,22,1628,1819,113,30.0,5f8f5504d3d64947e0da22fb,1644,-2.0777185922820878,-0.519947,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Climbing,22,1628,1819,113,30.0,5f8f5504d3d64947e0da22fb,1718,0.4562575674628071,0.114178,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Climbing,22,1628,1819,113,30.0,5f8f5504d3d64947e0da22fb,1753,-9.662576074230069,-2.41805,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Climbing,31,2089,2124,113,30.0,5f8f5504d3d64947e0da22fb,2108,6.147716873993502,1.53846,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Headshaking,65,3418,3420,113,30.0,5f8f5504d3d64947e0da22fb,3418,14.270746336648696,3.57124,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Headshaking,79,3658,3660,113,30.0,5f8f5504d3d64947e0da22fb,3659,-21.772194893885693,-5.4484699999999995,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Headshaking,120,4899,4901,113,30.0,5f8f5504d3d64947e0da22fb,4900,0.4272384704833986,0.10691600000000001,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Headshaking,136,5527,5528,113,30.0,5f8f5504d3d64947e0da22fb,5527,-23.05395825757546,-5.76923,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Headshaking,148,5840,5843,113,30.0,5f8f5504d3d64947e0da22fb,5842,4.305911312332917,1.07755,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Diving,16,893,1094,113,30.0,5f8f5504d3d64947e0da22fb,911,23.57447981810117,5.89949,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Diving,16,893,1094,113,30.0,5f8f5504d3d64947e0da22fb,920,-0.7177331377947563,-0.179612,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Diving,30,2064,2089,113,30.0,5f8f5504d3d64947e0da22fb,2079,24.011964083772558,6.00897,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Diving,33,2163,2199,113,30.0,5f8f5504d3d64947e0da22fb,2194,-6.0227213695159625,-1.50718,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Diving,33,2163,2199,113,30.0,5f8f5504d3d64947e0da22fb,2197,4.4701477328580745,1.11865,femea,flx5mg,A4,5f8f5504d3d64947e0da22fd
Immobility,0,131,183,116,30.0,5f8f5506d3d64947e0da230b,163,20.921913668902317,5.559880000000001,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Immobility,19,1023,1060,116,30.0,5f8f5506d3d64947e0da230b,1025,-0.4404346031837618,-0.11704300000000001,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Immobility,19,1023,1060,116,30.0,5f8f5506d3d64947e0da230b,1048,11.806272444818516,3.13745,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Immobility,78,3916,3959,116,30.0,5f8f5506d3d64947e0da230b,3921,0.051418594062212684,0.0136642,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Immobility,151,7103,7200,116,30.0,5f8f5506d3d64947e0da230b,7196,5.294788349202805,1.40706,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Swimming,20,1060,1086,116,30.0,5f8f5506d3d64947e0da230b,1065,20.442580776259888,5.4325,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Swimming,82,3987,4005,116,30.0,5f8f5506d3d64947e0da230b,3998,2.2309036379577862,0.59285,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Swimming,106,4498,4512,116,30.0,5f8f5506d3d64947e0da230b,4510,-8.484696443825081,-2.2547599999999997,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Swimming,144,6867,6913,116,30.0,5f8f5506d3d64947e0da230b,6870,-154.31298001964294,-41.0078,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Swimming,144,6867,6913,116,30.0,5f8f5506d3d64947e0da230b,6887,0.07207529041070804,0.019153599999999996,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Climbing,13,545,587,116,30.0,5f8f5506d3d64947e0da230b,585,14.43334633664186,3.83558,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Climbing,32,1495,1503,116,30.0,5f8f5506d3d64947e0da230b,1501,2.7420114320405697,0.7286739999999999,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Climbing,47,1921,2080,116,30.0,5f8f5506d3d64947e0da230b,1971,-1.529300718861362,-0.406403,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Climbing,51,2198,2309,116,30.0,5f8f5506d3d64947e0da230b,2200,-52.38343119263754,-13.9206,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Climbing,117,4910,4964,116,30.0,5f8f5506d3d64947e0da230b,4927,-2.0651465757187677,-0.548801,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Headshaking,80,3966,3969,116,30.0,5f8f5506d3d64947e0da230b,3966,0.4476106734166799,0.11895,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Headshaking,80,3966,3969,116,30.0,5f8f5506d3d64947e0da230b,3967,-12.927312341561375,-3.4353599999999997,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Headshaking,98,4327,4330,116,30.0,5f8f5506d3d64947e0da230b,4327,-12.760874173547757,-3.3911300000000004,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Headshaking,98,4327,4330,116,30.0,5f8f5506d3d64947e0da230b,4329,-0.08782238065910468,-0.0233383,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Headshaking,107,4512,4514,116,30.0,5f8f5506d3d64947e0da230b,4513,74.3816425060177,19.7665,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Diving,36,1578,1593,116,30.0,5f8f5506d3d64947e0da230b,1578,-3.520778743479008,-0.9356270000000001,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Diving,36,1578,1593,116,30.0,5f8f5506d3d64947e0da230b,1579,-29.99281264072109,-7.97042,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Diving,36,1578,1593,116,30.0,5f8f5506d3d64947e0da230b,1580,-57.47290942547536,-15.2731,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Diving,36,1578,1593,116,30.0,5f8f5506d3d64947e0da230b,1585,-19.24311964005504,-5.11375,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Diving,36,1578,1593,116,30.0,5f8f5506d3d64947e0da230b,1588,2.660854480434202,0.7071069999999999,femea,flx5mg,A6,5f8f5506d3d64947e0da230d
Immobility,3,180,201,112,30.0,5f8f5506d3d64947e0da2313,189,-0.2387746798239723,-0.060443899999999995,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
